Time,Ax,Ay,Az,Gx,Gy,Gz
0.864864865,0.071044922,-0.110595703,1.039794922,0.316619873,-4.84085083,4.993438721
0.891891892,0.068359375,-0.110595703,1.041259766,1.491546631,-1.003265381,5.439758301
0.918918919,0.069335938,-0.108398438,1.029541016,-0.858306885,1.960754395,-1.075744629
0.945945946,0.063964844,-0.111083984,1.037353516,-0.858306885,-1.003265381,3.90625
0.972972973,0.063964844,-0.111083984,1.037353516,-0.858306885,-1.003265381,3.90625
1,0.074462891,-0.104003906,1.034912109,-0.858306885,-2.155303955,1.605987549
1.027027027,0.069335938,-0.107666016,1.036376953,-1.640319824,1.300811768,-0.308990479
1.054054054,0.066650391,-0.116943359,1.035888672,-1.823425293,0.148773193,0.457763672
1.081081081,0.070068359,-0.104248047,1.037353516,-1.640319824,-0.232696533,1.224517822
1.108108108,0.064697266,-0.111328125,1.036376953,1.491546631,-1.594543457,-0.308990479
1.135135135,0.067626953,-0.108886719,1.038330078,-2.033233643,-1.003265381,-0.308990479
1.162162162,0.067626953,-0.108886719,1.038330078,-2.033233643,-1.003265381,-0.308990479
1.189189189,0.065429688,-0.100585938,1.040039063,0.709533691,-1.770019531,2.372741699
1.216216216,0.065917969,-0.114257813,1.034667969,-1.251220703,-2.536773682,0.839233398
1.243243243,0.068847656,-0.109619141,1.044189453,1.10244751,-0.232696533,1.224517822
1.27027027,0.077148438,-0.106445313,1.033691406,-0.465393066,-1.003265381,-3.372192383
1.297297297,0.066894531,-0.104736328,1.034912109,-0.465393066,-1.770019531,-2.990722656
1.324324324,0.069580078,-0.10546875,1.031982422,-0.465393066,-0.617980957,1.991271973
1.351351351,0.074707031,-0.112060547,1.029052734,-1.247406006,-2.155303955,2.754211426
1.378378378,0.068115234,-0.112548828,1.040283203,-0.465393066,1.575469971,0.072479248
1.405405405,0.066162109,-0.110107422,1.036132813,-2.422332764,-1.21307373,0.839233398
1.432432432,0.075439453,-0.104980469,1.038574219,-0.072479248,-0.23651123,-1.457214355
1.459459459,0.073486328,-0.110839844,1.037109375,-2.998352051,0.152587891,0.839233398
1.486486486,0.073486328,-0.110839844,1.037109375,-2.998352051,0.152587891,0.839233398
1.513513514,0.069335938,-0.105224609,1.033203125,-3.2081604,-0.617980957,0.839233398
1.540540541,0.064941406,-0.109130859,1.041503906,-1.251220703,-1.945495605,0.839233398
1.567567568,0.067382813,-0.111572266,1.036621094,1.884460449,0.152587891,3.13949585
1.594594595,0.064208984,-0.110839844,1.036376953,-3.2081604,-1.800537109,0.457763672
1.621621622,0.065917969,-0.111083984,1.037353516,1.094818115,-1.003265381,3.90625
1.648648649,0.06640625,-0.111328125,1.0390625,0.709533691,-4.077911377,0.457763672
1.675675676,0.070800781,-0.108398438,1.031738281,2.84576416,-0.23651123,1.224517822
1.702702703,0.070800781,-0.108398438,1.031738281,2.84576416,-0.23651123,1.224517822
1.72972973,0.071533203,-0.108886719,1.037109375,-1.247406006,-1.770019531,-1.075744629
1.756756757,0.074707031,-0.111572266,1.040283203,3.059387207,-5.992889404,2.239227295
1.783783784,0.066650391,-0.108886719,1.033935547,0.709533691,-1.003265381,1.224517822
1.810810811,0.064453125,-0.104248047,1.036621094,-2.033233643,-1.003265381,0.247955322
1.837837838,0.070068359,-0.113769531,1.036865234,2.269744873,-0.232696533,1.224517822
1.864864865,0.064453125,-0.101806641,1.027587891,-0.663757324,-1.770019531,3.13949585
1.891891892,0.064453125,-0.101806641,1.027587891,-0.663757324,-1.770019531,3.13949585
1.918918919,0.071777344,-0.110351563,1.035888672,-2.033233643,-1.384735107,0.457763672
1.945945946,0.065917969,-0.110351563,1.033935547,-1.251220703,0.534057617,-1.914978027
1.972972973,0.065185547,-0.106689453,1.037353516,0.900268555,-1.770019531,0.076293945
2,0.068847656,-0.11328125,1.042236328,-0.076293945,-1.384735107,0.457763672
2.027027027,0.077636719,-0.103027344,1.038574219,0.316619873,-1.384735107,3.215789795
2.054054054,0.064453125,-0.109375,1.030273438,1.884460449,-2.155303955,2.792358398
2.081081081,0.064453125,-0.109375,1.030273438,1.884460449,-2.155303955,2.792358398
2.108108108,0.074707031,-0.110595703,1.034912109,1.10244751,-2.155303955,-0.308990479
2.135135135,0.068115234,-0.114990234,1.033691406,-0.072479248,-0.617980957,3.520965576
2.162162162,0.065917969,-0.104248047,1.034423828,-0.465393066,-2.155303955,1.605987549
2.189189189,0.071289063,-0.108398438,1.0390625,-2.029418945,-1.003265381,-1.075744629
2.216216216,0.067138672,-0.106445313,1.034423828,0.900268555,-1.003265381,-1.075744629
2.243243243,0.067626953,-0.110351563,1.03515625,-2.815246582,-0.617980957,1.224517822
2.27027027,0.067626953,-0.110351563,1.03515625,-2.815246582,-0.617980957,1.224517822
2.297297297,0.064941406,-0.10546875,1.037841797,3.433227539,-2.536773682,-1.075744629
2.324324324,0.068115234,-0.105712891,1.040039063,0.316619873,-2.155303955,1.991271973
2.351351351,0.066650391,-0.107177734,1.039794922,2.666473389,-0.617980957,-0.308990479
2.378378378,0.06640625,-0.112548828,1.031738281,1.491546631,-1.770019531,-0.690460205
2.405405405,0.071533203,-0.107177734,1.036376953,-1.63269043,3.223419189,3.13949585
2.432432432,0.071533203,-0.107177734,1.036376953,-1.63269043,3.223419189,3.13949585
2.459459459,0.061523438,-0.109130859,1.038085938,-2.426147461,0.568389893,0.839233398
2.486486486,0.075927734,-0.110595703,1.037597656,1.884460449,-1.770019531,1.605987549
2.513513514,0.068359375,-0.112060547,1.036621094,-0.465393066,-1.384735107,1.224517822
2.540540541,0.071044922,-0.111328125,1.039794922,-0.858306885,1.686096191,-1.74331665
2.567567568,0.071044922,-0.111328125,1.039794922,-0.858306885,1.686096191,-1.74331665
2.594594595,0.071044922,-0.110351563,1.038574219,-1.243591309,-0.617980957,1.605987549
2.621621622,0.067138672,-0.112548828,1.036132813,-3.2081604,-1.384735107,-0.171661377
2.648648649,0.063476563,-0.108886719,1.047851563,-0.076293945,-2.155303955,0.457763672
2.675675676,0.065429688,-0.108642578,1.03515625,-0.858306885,-1.003265381,1.605987549
2.702702703,0.067871094,-0.114746094,1.034667969,3.841400146,-4.459381104,0.038146973
2.72972973,0.070068359,-0.112548828,1.036132813,1.491546631,-1.384735107,0.076293945
2.756756757,0.072998047,-0.111572266,1.031738281,-2.815246582,-1.384735107,0.839233398
2.783783784,0.063720703,-0.108642578,1.038085938,-1.441955566,0.534057617,0.457763672
2.810810811,0.070556641,-0.110595703,1.038574219,-0.465393066,0.534057617,2.758026123
2.837837838,0.0703125,-0.108886719,1.041015625,3.841400146,-2.536773682,1.224517822
2.864864865,0.074707031,-0.107666016,1.036621094,2.666473389,-2.155303955,1.224517822
2.891891892,0.074707031,-0.107666016,1.036621094,2.666473389,-2.155303955,1.224517822
2.918918919,0.069091797,-0.106689453,1.034667969,3.841400146,-2.536773682,-1.842498779
2.945945946,0.065185547,-0.111572266,1.042236328,1.491546631,0.217437744,3.90625
2.972972973,0.060302734,-0.117919922,1.040527344,-3.601074219,-2.185821533,-0.690460205
3,0.069335938,-0.111083984,1.041503906,-0.465393066,-0.232696533,3.520965576
3.027027027,0.068115234,-0.106201172,1.038574219,3.047943115,-0.617980957,0.457763672
3.054054054,0.066650391,-0.112060547,1.040283203,-1.640319824,0.534057617,1.991271973
3.081081081,0.062255859,-0.105712891,1.036376953,1.10244751,0.148773193,0.839233398
3.108108108,0.066894531,-0.106201172,1.039550781,3.059387207,-1.003265381,0.282287598
3.135135135,0.065429688,-0.113769531,1.039306641,1.10244751,-0.23651123,-1.075744629
3.162162162,0.07421875,-0.110107422,1.036132813,-1.441955566,-1.770019531,4.67300415
3.189189189,0.063964844,-0.112304688,1.033935547,-0.858306885,-1.003265381,0.839233398
3.216216216,0.072753906,-0.104492188,1.038818359,-0.072479248,1.300811768,-3.757476807
3.243243243,0.069091797,-0.10546875,1.033203125,1.491546631,0.152587891,1.224517822
3.27027027,0.065185547,-0.106445313,1.039794922,1.491546631,-0.232696533,5.760192871
3.297297297,0.065185547,-0.106445313,1.039794922,1.491546631,-0.232696533,5.760192871
3.324324324,0.064208984,-0.106933594,1.038330078,-0.267028809,-2.536773682,-0.308990479
3.351351351,0.06640625,-0.116210938,1.040039063,-1.640319824,-1.384735107,1.014709473
3.378378378,0.067138672,-0.111083984,1.038330078,0.709533691,-2.536773682,1.605987549
3.405405405,0.065673828,-0.114257813,1.036621094,0.709533691,-0.232696533,0.839233398
3.432432432,0.069091797,-0.112548828,1.042480469,2.666473389,-2.155303955,2.372741699
3.459459459,0.069091797,-0.112548828,1.042480469,2.666473389,-2.155303955,2.372741699
3.486486486,0.006591797,-0.11328125,1.035400391,-0.076293945,0.152587891,2.410888672
3.513513514,0.070068359,-0.112548828,1.037353516,-1.640319824,-3.307342529,1.605987549
3.540540541,0.071777344,-0.108642578,1.040283203,-0.858306885,-2.536773682,0.076293945
3.567567568,0.068359375,-0.10546875,1.033691406,0.896453857,-3.307342529,0.839233398
3.594594595,0.071777344,-0.109863281,1.046142578,-0.076293945,-3.688812256,3.90625
3.621621622,0.072021484,-0.110107422,1.033935547,1.289367676,-2.155303955,0.076293945
3.648648649,0.072021484,-0.110107422,1.033935547,1.289367676,-2.155303955,0.076293945
3.675675676,0.067626953,-0.104492188,1.039306641,-2.815246582,-1.003265381,-1.075744629
3.702702703,0.068603516,-0.11328125,1.043701172,1.491546631,-1.003265381,0.076293945
3.72972973,0.070800781,-0.104492188,1.039550781,2.277374268,-2.922058105,3.845214844
3.756756757,0.067382813,-0.106445313,1.043212891,0.316619873,0.534057617,1.605987549
3.783783784,0.069091797,-0.110595703,1.036621094,-0.858306885,-2.155303955,0.072479248
3.810810811,0.064941406,-0.113525391,1.034423828,-3.204345703,-1.003265381,1.224517822
3.837837838,0.064941406,-0.113525391,1.034423828,-3.204345703,-1.003265381,1.224517822
3.864864865,0.06640625,-0.114013672,1.038818359,-0.259399414,0.534057617,-0.308990479
3.891891892,0.065185547,-0.112060547,1.0390625,1.884460449,-2.155303955,-1.457214355
3.918918919,0.062011719,-0.108154297,1.031005859,-2.422332764,3.604888916,-1.842498779
3.945945946,0.067626953,-0.112792969,1.03515625,0.316619873,-0.617980957,0.839233398
3.972972973,0.071777344,-0.109619141,1.043212891,1.884460449,0.148773193,0.839233398
4,0.071777344,-0.109619141,1.043212891,1.884460449,0.148773193,0.839233398
4.027027027,0.068115234,-0.107666016,1.038330078,-3.971099854,1.686096191,0.839233398
4.054054054,0.0703125,-0.106689453,1.03515625,1.491546631,-1.384735107,-1.075744629
4.081081081,0.069091797,-0.108642578,1.035888672,0.709533691,-1.384735107,0.457763672
4.108108108,0.065917969,-0.114257813,1.03515625,-0.858306885,-2.922058105,1.18637085
4.135135135,0.072265625,-0.106201172,1.0390625,1.884460449,-3.688812256,3.520965576
4.162162162,0.062255859,-0.111816406,1.038574219,-0.076293945,0.919342041,1.605987549
4.189189189,0.062255859,-0.111816406,1.038574219,-0.076293945,0.919342041,1.605987549
4.216216216,0.065673828,-0.108154297,1.038574219,-2.815246582,-1.003265381,-3.90625
4.243243243,0.064208984,-0.106933594,1.041503906,1.873016357,-1.770019531,3.13949585
4.27027027,0.062744141,-0.115966797,1.039550781,1.678466797,-2.155303955,0.076293945
4.297297297,0.072753906,-0.106689453,1.035400391,0.701904297,-1.003265381,-1.075744629
4.324324324,0.066162109,-0.108642578,1.032958984,-0.465393066,0.534057617,1.396179199
4.351351351,0.066162109,-0.108642578,1.032958984,-0.465393066,0.534057617,1.396179199
4.378378378,0.065673828,-0.109375,1.040039063,-1.251220703,-3.688812256,2.758026123
4.405405405,0.063476563,-0.112304688,1.038085938,-3.2081604,-1.033782959,1.224517822
4.432432432,0.062011719,-0.112304688,1.031494141,0.709533691,-2.155303955,0.457763672
4.459459459,0.067382813,-0.101318359,1.039550781,-0.858306885,1.304626465,3.13949585
4.486486486,0.0703125,-0.113037109,1.040771484,2.277374268,-2.155303955,2.758026123
4.513513514,0.071533203,-0.111328125,1.036621094,3.841400146,-1.384735107,1.781463623
4.540540541,0.068847656,-0.104248047,1.030273438,1.884460449,-1.384735107,-1.457214355
4.567567568,0.068847656,-0.104248047,1.030273438,1.884460449,-1.384735107,-1.457214355
4.594594595,0.068603516,-0.112304688,1.039550781,-0.076293945,-2.155303955,1.224517822
4.621621622,0.070068359,-0.107910156,1.031494141,0.713348389,-1.003265381,1.224517822
4.648648649,0.073486328,-0.112548828,1.041503906,1.10244751,-2.155303955,3.177642822
4.675675676,0.066162109,-0.108154297,1.034423828,-0.465393066,0.183105469,2.758026123
4.702702703,0.072753906,-0.114257813,1.026611328,-0.465393066,0.152587891,1.605987549
4.72972973,0.067871094,-0.113037109,1.035888672,2.277374268,-1.770019531,0.457763672
4.756756757,0.067871094,-0.113037109,1.035888672,2.277374268,-1.770019531,0.457763672
4.783783784,0.075927734,-0.117919922,1.043945313,-0.858306885,-1.003265381,0.457763672
4.810810811,0.069824219,-0.108398438,1.035888672,1.10244751,-0.232696533,0.076293945
4.837837838,0.069824219,-0.108398438,1.031982422,-0.076293945,-0.617980957,0.839233398
4.864864865,0.065673828,-0.108398438,1.037841797,-0.465393066,0.534057617,0.667572021
4.891891892,0.072753906,-0.110839844,1.041503906,0.316619873,-2.746582031,1.605987549
4.918918919,0.068847656,-0.109375,1.038574219,-0.076293945,-1.384735107,-2.60925293
4.945945946,0.068847656,-0.109375,1.038574219,-0.076293945,-1.384735107,-2.60925293
4.972972973,0.069580078,-0.109375,1.034423828,-2.815246582,0.534057617,-2.681732178
5,0.0703125,-0.10546875,1.032958984,1.876831055,-0.232696533,-0.308990479
5.027027027,0.069580078,-0.111572266,1.039794922,2.666473389,-2.536773682,3.13949585
5.054054054,0.06640625,-0.106689453,1.041503906,-0.080108643,0.152587891,0.076293945
5.081081081,0.062744141,-0.107666016,1.035400391,-0.465393066,-0.232696533,1.224517822
5.108108108,0.068847656,-0.109863281,1.03515625,2.277374268,-0.617980957,-1.876831055
5.135135135,0.069091797,-0.106933594,1.038574219,-0.076293945,0.919342041,1.224517822
5.162162162,0.069335938,-0.114257813,1.036132813,1.091003418,-0.232696533,-1.842498779
5.189189189,0.067382813,-0.113769531,1.039306641,-1.640319824,-2.571105957,-2.60925293
5.216216216,0.071044922,-0.110595703,1.035644531,2.277374268,-0.617980957,-1.457214355
5.243243243,0.0625,-0.107177734,1.031982422,1.10244751,0.919342041,-4.524230957
5.27027027,0.069335938,-0.106933594,1.033691406,0.709533691,-0.553131104,1.605987549
5.297297297,0.064941406,-0.107177734,1.035400391,2.666473389,0.148773193,0.839233398
5.324324324,0.064941406,-0.107177734,1.035400391,2.666473389,0.148773193,0.839233398
5.351351351,0.071533203,-0.112304688,1.036132813,1.10244751,-1.003265381,-1.075744629
5.378378378,0.069091797,-0.112304688,1.035400391,-0.270843506,-2.540588379,-1.842498779
5.405405405,0.071289063,-0.107910156,1.034667969,2.666473389,-1.388549805,-0.308990479
5.432432432,0.072753906,-0.114501953,1.033935547,2.666473389,-2.540588379,2.201080322
5.459459459,0.0703125,-0.106445313,1.03125,0.316619873,-0.968933105,1.224517822
5.486486486,0.07421875,-0.108642578,1.042724609,-3.99017334,2.067565918,0.839233398
5.513513514,0.063232422,-0.107421875,1.031738281,-2.422332764,-1.388549805,0.457763672
5.540540541,0.063232422,-0.107421875,1.031738281,-2.422332764,-1.388549805,0.457763672
5.567567568,0.075195313,-0.106933594,1.034423828,-0.858306885,2.067565918,0.457763672
5.594594595,0.075439453,-0.116943359,1.032714844,-1.247406006,-1.770019531,0.457763672
5.621621622,0.066650391,-0.110351563,1.038818359,0.316619873,-5.229949951,0.072479248
5.648648649,0.06640625,-0.111328125,1.032958984,-0.465393066,-1.770019531,-0.385284424
5.675675676,0.066894531,-0.110595703,1.035400391,-0.465393066,0.389099121,-1.842498779
5.702702703,0.068603516,-0.111328125,1.043457031,1.491546631,-1.770019531,1.605987549
5.72972973,0.068603516,-0.111328125,1.043457031,1.491546631,-1.770019531,1.605987549
5.756756757,0.068115234,-0.110107422,1.033447266,1.10244751,-1.003265381,-1.457214355
5.783783784,0.063476563,-0.112548828,1.032226563,-0.465393066,-2.922058105,0.839233398
5.810810811,0.064697266,-0.114746094,1.041259766,-0.072479248,-1.770019531,-1.075744629
5.837837838,0.066162109,-0.111816406,1.038574219,-1.640319824,-0.617980957,0.457763672
5.864864865,0.062988281,-0.111572266,1.041992188,-2.422332764,-1.003265381,-0.308990479
5.891891892,0.073974609,-0.104980469,1.035400391,2.27355957,-1.003265381,0.072479248
5.918918919,0.073730469,-0.112304688,1.040771484,-0.465393066,-0.617980957,2.410888672
5.945945946,0.069091797,-0.111816406,1.036376953,-1.247406006,0.534057617,1.987457275
5.972972973,0.071289063,-0.104492188,1.038818359,-2.422332764,-0.617980957,2.754211426
6,0.071044922,-0.112548828,1.034912109,0.511169434,-2.155303955,2.372741699
6.027027027,0.072998047,-0.112060547,1.037597656,0.709533691,-4.459381104,0.457763672
6.054054054,0.06640625,-0.106689453,1.038330078,1.10244751,-1.003265381,-3.90625
6.081081081,0.071044922,-0.108886719,1.040039063,1.483917236,-0.617980957,-1.457214355
6.108108108,0.075927734,-0.111816406,1.035400391,2.27355957,-2.922058105,0.839233398
6.135135135,0.072021484,-0.102783203,1.036376953,-3.204345703,-1.770019531,-0.308990479
6.162162162,0.065673828,-0.110107422,1.037109375,-0.858306885,-1.003265381,0.457763672
6.189189189,0.065185547,-0.100341797,1.033935547,-0.465393066,1.300811768,4.67300415
6.216216216,0.061523438,-0.106201172,1.039794922,-0.465393066,-0.617980957,-0.308990479
6.243243243,0.073730469,-0.109375,1.033447266,-0.076293945,0.152587891,0.839233398
6.27027027,0.073730469,-0.109375,1.033447266,-0.076293945,0.152587891,0.839233398
6.297297297,0.073974609,-0.108154297,1.032958984,2.277374268,-1.770019531,3.13949585
6.324324324,0.073974609,-0.108154297,1.032958984,2.277374268,-1.770019531,3.13949585
6.351351351,0.073242188,-0.108886719,1.031738281,-2.815246582,-3.307342529,-1.113891602
6.378378378,0.067871094,-0.108886719,1.024169922,1.491546631,-1.003265381,-1.457214355
6.405405405,0.067871094,-0.108886719,1.024169922,1.491546631,-1.003265381,-1.457214355
6.432432432,0.067138672,-0.107666016,1.030273438,0.316619873,-2.536773682,0.457763672
6.459459459,0.067138672,-0.107666016,1.030273438,0.316619873,-2.536773682,0.457763672
6.486486486,0.067871094,-0.109619141,1.045898438,0.118255615,-2.155303955,2.372741699
6.513513514,0.07421875,-0.109619141,1.0390625,0.316619873,1.926422119,4.287719727
6.540540541,0.07421875,-0.109619141,1.0390625,0.316619873,1.926422119,4.287719727
6.567567568,0.069580078,-0.113037109,1.036621094,-0.858306885,-2.536773682,1.605987549
6.594594595,0.069580078,-0.113037109,1.036621094,-0.858306885,-2.536773682,1.605987549
6.621621622,0.070800781,-0.112304688,1.037597656,-2.029418945,-3.307342529,2.792358398
6.648648649,0.070800781,-0.112304688,1.037597656,-2.029418945,-3.307342529,2.792358398
6.675675676,0.065673828,-0.111328125,1.033935547,2.277374268,0.919342041,3.13949585
6.702702703,0.065673828,-0.111328125,1.033935547,2.277374268,0.919342041,3.13949585
6.72972973,0.061523438,-0.108398438,1.032714844,2.277374268,-1.003265381,-2.223968506
6.756756757,0.063476563,-0.111816406,1.031494141,1.689910889,-1.003265381,1.991271973
6.783783784,0.063476563,-0.111816406,1.031494141,1.689910889,-1.003265381,1.991271973
6.810810811,0.069580078,-0.111572266,1.036132813,1.10244751,0.774383545,2.758026123
6.837837838,0.069580078,-0.111572266,1.036132813,1.10244751,0.774383545,2.758026123
6.864864865,0.066894531,-0.106689453,1.036132813,1.491546631,-2.365112305,-1.075744629
6.891891892,0.073242188,-0.111083984,1.035644531,-0.858306885,-1.770019531,1.224517822
6.918918919,0.065185547,-0.108886719,1.041015625,-0.858306885,-2.540588379,0.839233398
6.945945946,0.065185547,-0.108886719,1.041015625,-0.858306885,-2.540588379,0.839233398
6.972972973,0.071533203,-0.113769531,1.0390625,0.316619873,-3.688812256,-1.075744629
7,0.071533203,-0.113769531,1.0390625,0.316619873,-3.688812256,-1.075744629
7.027027027,0.068847656,-0.109130859,1.037841797,0.312805176,-0.232696533,1.605987549
7.054054054,0.068847656,-0.109130859,1.037841797,0.312805176,-0.232696533,1.605987549
7.081081081,0.067382813,-0.109130859,1.030273438,3.841400146,-0.232696533,2.372741699
7.108108108,0.067382813,-0.109130859,1.030273438,3.841400146,-0.232696533,2.372741699
7.135135135,0.068359375,-0.110107422,1.034667969,3.452301025,1.369476318,0.839233398
7.162162162,0.068847656,-0.109375,1.044921875,1.491546631,-2.155303955,5.054473877
7.189189189,0.0703125,-0.11328125,1.037597656,0.316619873,2.452850342,-1.152038574
7.216216216,0.0703125,-0.11328125,1.037597656,0.316619873,2.452850342,-1.152038574
7.243243243,0.071044922,-0.115478516,1.032958984,-1.640319824,-0.617980957,1.224517822
7.27027027,0.071044922,-0.115478516,1.032958984,-1.640319824,-0.617980957,1.224517822
7.297297297,0.071044922,-0.108642578,1.037353516,-2.029418945,-1.770019531,0.457763672
7.324324324,0.071044922,-0.108642578,1.037353516,-2.029418945,-1.770019531,0.457763672
7.351351351,0.069580078,-0.112304688,1.036865234,-0.076293945,-1.770019531,-1.075744629
7.378378378,0.072509766,-0.108642578,1.037353516,1.10244751,-2.922058105,0.072479248
7.405405405,0.072509766,-0.108642578,1.037353516,1.10244751,-2.922058105,0.072479248
7.432432432,0.072021484,-0.105957031,1.034912109,2.666473389,-1.178741455,-1.457214355
7.459459459,0.072021484,-0.105957031,1.034912109,2.666473389,-1.178741455,-1.457214355
7.486486486,0.072021484,-0.112792969,1.040039063,0.709533691,-0.232696533,2.201080322
7.513513514,0.072021484,-0.112792969,1.040039063,0.709533691,-0.232696533,2.201080322
7.540540541,0.080566406,-0.11328125,1.030517578,1.491546631,-1.388549805,1.987457275
7.567567568,0.080566406,-0.11328125,1.030517578,1.491546631,-1.388549805,1.987457275
7.594594595,0.069335938,-0.111328125,1.031005859,5.409240723,-3.307342529,-1.075744629
7.621621622,0.068359375,-0.108886719,1.034912109,0.904083252,-3.307342529,4.67300415
7.648648649,0.063476563,-0.106933594,1.037597656,-3.601074219,-0.026702881,4.287719727
7.675675676,0.063476563,-0.106933594,1.037597656,-3.601074219,-0.026702881,4.287719727
7.702702703,0.067138672,-0.119140625,1.038330078,1.10244751,-1.770019531,1.224517822
7.72972973,0.067138672,-0.119140625,1.038330078,1.10244751,-1.770019531,1.224517822
7.756756757,0.0703125,-0.108642578,1.033447266,1.491546631,-3.688812256,2.696990967
7.783783784,0.0703125,-0.108642578,1.033447266,1.491546631,-3.688812256,2.696990967
7.810810811,0.077148438,-0.11328125,1.036376953,0.316619873,-0.617980957,-0.308990479
7.837837838,0.071044922,-0.108398438,1.032958984,2.666473389,-2.155303955,2.372741699
7.864864865,0.071044922,-0.108398438,1.032958984,2.666473389,-2.155303955,2.372741699
7.891891892,0.066894531,-0.102294922,1.033203125,-3.787994385,-1.003265381,1.987457275
7.918918919,0.066894531,-0.102294922,1.033203125,-3.787994385,-1.003265381,1.987457275
7.945945946,0.068359375,-0.109375,1.034179688,1.491546631,-5.611419678,1.605987549
7.972972973,0.068359375,-0.109375,1.034179688,1.491546631,-5.611419678,1.605987549
8,0.064697266,-0.106445313,1.037109375,-0.858306885,-0.587463379,0.457763672
8.027027027,0.064697266,-0.106445313,1.037109375,-0.858306885,-0.587463379,0.457763672
8.054054054,0.067871094,-0.117675781,1.035400391,-1.640319824,-2.540588379,1.224517822
8.081081081,0.067871094,-0.117675781,1.035400391,-1.640319824,-2.540588379,1.224517822
8.108108108,0.066650391,-0.100341797,1.037353516,4.234313965,-2.540588379,2.235412598
8.135135135,0.066650391,-0.100341797,1.037353516,4.234313965,-2.540588379,2.235412598
8.162162162,0.067138672,-0.106445313,1.040527344,-1.640319824,1.304626465,1.991271973
8.189189189,0.067138672,-0.106445313,1.040527344,-1.640319824,1.304626465,1.991271973
8.216216216,0.077148438,-0.112792969,1.036621094,1.10244751,-2.536773682,1.224517822
8.243243243,0.077148438,-0.112792969,1.036621094,1.10244751,-2.536773682,1.224517822
8.27027027,0.06640625,-0.104492188,1.033935547,-2.025604248,-0.23651123,0.839233398
8.297297297,0.076660156,-0.111328125,1.030761719,1.10244751,-1.739501953,2.754211426
8.324324324,0.076660156,-0.111328125,1.030761719,1.10244751,-1.739501953,2.754211426
8.351351351,0.072753906,-0.116455078,1.03515625,-0.858306885,-0.232696533,-1.075744629
8.378378378,0.067138672,-0.105224609,1.028808594,1.491546631,-0.617980957,2.620697021
8.405405405,0.067138672,-0.105224609,1.028808594,1.491546631,-0.617980957,2.620697021
8.432432432,0.069580078,-0.111083984,1.046142578,1.491546631,-0.23651123,-3.757476807
8.459459459,0.069580078,-0.111083984,1.046142578,1.491546631,-0.23651123,-3.757476807
8.486486486,0.066894531,-0.112304688,1.035400391,0.709533691,0.919342041,3.90625
